Navn,Lønartnr,Udskrivnings sekvens,Type
"Saldo Ferietillæg
(MÅ KUN anvendes i medarbejderen 1. lønkørsel hos arbejdsgiver)",40020,40020,VARIABEL
"Saldo Ferietillæg (OK)
(MÅ KUN anvendes i medarbejderen 1. lønkørsel hos arbejdsgiver)",40021,40021,VARIABEL
"Saldo ekstra ferietillæg
(MÅ KUN anvendes i medarbejderen 1. lønkørsel hos arbejdsgiver)",40022,40022,VARIABEL
"Saldo ekstra ferietillæg (OK)
(MÅ KUN anvendes i medarbejderen 1. lønkørsel hos arbejdsgiver)",40023,40023,VARIABEL
Korrektion nettoferiepenge KTO,40024,40024,VARIABEL
Korrektion brutteferiep. kasse,40025,40025,VARIABEL
Korrektion Ferietimer eft.,40026,40026,VARIABEL
Korrektion Ferietillæg,40030,40030,VARIABELEFTREG
Korrektion (Ferietillæg OK),40031,40031,VARIABELEFTREG
Korrektion ekstra ferietillæg,40032,40032,VARIABELEFTREG
Korr. ekstra ferietillæg (OK),40033,40033,VARIABEL
"Saldo Ferietillæg lov Kal.år
(MÅ KUN anvendes i medarbejderen 1. lønkørsel hos arbejdsgiver)",40040,40040,VARIABEL
Korr. Ferietillæg lov Kal.år,40041,40041,VARIABEL
"Saldo Ferietillæg (OK) Kal.år
(MÅ KUN anvendes i medarbejderen 1. lønkørsel hos arbejdsgiver)",40042,40042,VARIABEL
Korr. Ferietillæg (OK) Kal.år,40043,40043,VARIABEL
"Saldo eks ferietill LovKal.år
(MÅ KUN anvendes i medarbejderen 1. lønkørsel hos arbejdsgiver)",40045,40045,VARIABEL
Korr ekstr ferietill LovKal.år,40046,40046,VARIABEL
"Saldo eks ferietill OK Kal.år
(MÅ KUN anvendes i medarbejderen 1. lønkørsel hos arbejdsgiver)",40047,40047,VARIABEL
Korr ekstr ferietill OK Kal.år,40048,40048,VARIABEL
Nulstil ferietillæg år -2,40050,40050,VARIABEL
Nulstilling ferietillæg ferieår sidste år (lovgrundlag),40051,40051,VARIABEL
Nulstilling ekstra ferietillæg ferieår sidste år (OK grundlag) ,40052,40052,VARIABEL
Nulstilling ekstra ferietillæg ferieår forrige år (OK grundlag) ,40053,40053,VARIABEL
Korrektion af Feriedage/Feriepenge ved Løbende beregning (timelønnede),40055,40055,VARIABEL
Nulstilling ekstra ferietillæg ferieår sidste år (Lovgrundlag) ,40056,40056,VARIABEL
Nulstilling ekstra ferietillæg ferieår forrige år (Lovgrundlag) ,40057,40057,VARIABEL
Nulstilling ferietillæg ferieår -1 (OK grundlag) ferieår,40058,40058,VARIABEL
Nulstilling ferietillæg ferieår -2 (OK grundlag)  ferieår,40059,40059,VARIABEL
Nulstil feriesaldi - alle KUN ferie med løn,40076,40076,Variabel
"Korr. Forskudsferie, dage",40080,40080,VARIABEL
"Korr. Forskudsferie, timer",40081,40081,VARIABEL
Korrektion af 4732,40094,40094,VARIABEL
Korrektion 4636,40095,40095,VARIABEL
Korrektion 4911 beløb,40096,40096,VARIABEL
Korrektion 4953,40097,40097,VARIABEL
Korrektion 4911,40098,40098,VARIABEL
Korrektion 4914,40099,40099,VARIABEL
Korrektion restferiepenge 4653 år-1,40197,40197,VARIABEL
Korrektion restferiepenge 4653 år-2,40198,40198,VARIABEL
"Korr. optj. feriedage og penge

(Må kun anvendes efter aftale med Visma)",40105,40105,VARIABEL
"Korr. optj ferietimer og penge
(Må kun anvendes efter aftale med Visma)",40108,40108,VARIABEL
Udbetaling af feriedage,40110,40110,VARIABEL
Udbetaling af ferietimer,40111,40111,VARIABEL
Korr. rest feriedage,40115,40115,VARIABEL
Korr. rest ferietimer og penge,40118,40118,VARIABEL
Feriepenge/dage tidl./indv. år,40126,40126,VARIABEL
Korr Feriekortsaldi (ej eIndk) - indberettes IKKE til eIndkomst ,40122,40122,VARIABEL
Korrektion 4653 år-1,40197,40197,VARIABEL
Timeløn,41105,41105,VARIABEL
Timeløn,41106,41106,VARIABEL
Timeløn,41107,41107,VARIABEL
Timeløn,41108,41108,VARIABEL
Timeløn,41109,41109,VARIABEL
Flere overenskomster 4XXXX,42000,42000,STILLINGSKATEGORI
Feriefritimer saldo,43801,43801,VARIABEL
Feriefridage saldo Vises ikke på lønseddel,43799,43799,VARIABEL
Ferie fravær,44001,44001,FRAVÆR
Ferie fravær,44002,44002,FRAVÆR
Ferie fravær timer,44015,44015,FRAVÆR
Udlæg,44583,44583,VARIABEL
Afregning af alle ferietillæg,44770,44770,VARIABELEFTREG
Ekstra pension % firma del,48798,48798,FAST
Ekstra pension % egen del,48799,48799,FAST
Sundhedssikring m. afr.,49747,49747,FAST
Ferie fravær timer,54015,54015,FRAVÆR
Def. af indhold i rapport,300010,300010,STILLINGSKATEGORI
Markering for løsarbejder,300020,300020,STILLINGSKATEGORI
