Lønartnr,Udskrivnings sekvens,Navn,Type,Input,Sats,Pensionsgrundlag,Frivilligt medarbejder indb.,Ferieberretiget,Fp-reduktion,Afv. Udskriftslønart,Efterregulering,E-indkomst timer,ATP-Timer,Før/efter skat,Tillæg/fradrag,E-indkomst,Indtægtstype,IL-typer,Decentral,Kommentar
1540,1540,Ferieberettiget tillæg A tabel,FAST,Enheder,Res1540,"1,2,3,6",,Ja,Ja,3204,Ja,,,Før,Tillæg,13,,13.202,9 - Enheder,
1541,1541,Ferieberettiget tillæg A tabel,VARIABEL,"Timer / enheder,",Res1540,"1,2,3,6",,Ja,,3205,Ja,,,Før,Tillæg,13,,13.202,"9-Timer / enheder, ",
1542,1542,Ferieberettiget tillæg B tabel,FAST,Enheder,Res1542,"1,2,3,6",,Ja,Ja,3206,Ja,,,Før,Tillæg,13,,13.202,9 - Enheder,
1543,1543,Ferieberettiget tillæg B tabel,VARIABEL,"Timer / enheder,",Res1542,"1,2,3,6",,Ja,,3209,Ja,,,Før,Tillæg,13,,13.202,"9-Timer / enheder, ",
1544,1544,Ferieberettiget tillæg C tabel,FAST,Enheder,Res1544,"1,2,3,6",,Ja,Ja,3210,Ja,,,Før,Tillæg,13,,13.202,"9 - Enheder, 10 - Sats",
1545,1545,Ferieberettiget tillæg C tabel,VARIABEL,"Timer / enheder,",Res1544,"1,2,3,6",,Ja,,3211,Ja,,,Før,Tillæg,13,,13.202,"9-Timer / enheder, ",
1546,1546,Ferieberettiget tillæg beløb,FAST,"Beløb,","Lønart 1546*
medarbnormtid / overenskomstid",,,Ja,MDLØN=1,3212,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1547,1547,Ferieberettiget tillæg beløb,FAST,"Beløb,",Lønart 1547 * medarbnormtid / overenskomstid,,,Ja,MDLØN=1,3213,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1548,1548,Ferieberettiget tillæg beløb,FAST,"Beløb,",Lønart 1548 * medarbnormtid / overenskomstid,,,Ja,MDLØN=1,3216,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1549,1549,Ferieberettiget tillæg F tabel,FAST,"Timer/enheder,Reducer ej,",Res1536,,,Ja,MDLØN=1,3221,Ja,,,Før,Tillæg,13,,"13,332,2020,","9-Timer/enheder,13-Reducer ej,",
1550,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,3222,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11610,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11612,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11614,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11616,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11618,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11620,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11622,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11624,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11626,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11628,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11630,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11632,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11634,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11636,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11638,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11640,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11642,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11644,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11646,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11648,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
21550,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
21552,1552,Ferieberettiget tillæg 2,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1552,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
21554,1554,Ferieberettiget tillæg 3,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1554,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
21556,1556,Ferieberettiget tillæg 4,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1556,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
21558,1558,Ferieberettiget tillæg 5,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1558,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
1551,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3276,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11611,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11613,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11615,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11617,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11619,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11621,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11623,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11625,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11627,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11629,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11631,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11633,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11635,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11637,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11639,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11641,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11643,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11645,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11647,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
11649,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
21551,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
21553,1553,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1553,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
21555,1555,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1555,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
21557,1557,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1557,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
21559,1559,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1559,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1552,1552,Ferieberettiget tillæg 2,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,3340,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
1553,1553,Ferieberettiget tillæg 2,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3341,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1554,1554,Ferieberettiget tillæg 3,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,3342,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
1555,1555,Ferieberettiget tillæg 3,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3343,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1556,1556,Ferieberettiget tillæg 4,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,3344,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
1557,1557,Ferieberettiget tillæg 4,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3345,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1558,1558,Ferieberettiget tillæg 5,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,3350,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
1559,1559,Ferieberettiget tillæg 5,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3351,,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1560,1560,Ferieberettiget tillæg A,FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,MDLØN=1,3352,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
1561,1561,Ferieberettiget tillæg A,VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3353,,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1562,1562,Ferieberettiget tillæg B,FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,MDLØN=1,3354,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
1563,1563,Ferieberettiget tillæg B,VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3355,,,,Før,Tillæg,13,,"13,132,2020,","11-Beløb, ",
1564,1564,Ferieberettiget tillæg C,FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,MDLØN=1,3356,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
1565,1565,Ferieberettiget tillæg C,VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3357,,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1566,1566,Ferieberettiget tillæg D,FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,MDLØN=1,3358,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
1567,1567,Ferieberettiget tillæg D,VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3359,,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1568,1568,Ferieberettiget tillæg E,FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,MDLØN=1,3375,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
1569,1569,Ferieberettiget tillæg E,VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3376,,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1570,1570,Barselsorlov med løn,FRAVÆR,"Antal dage,",,,,,,3377,Ja,,,Før,Tillæg,,,34,"9-Antal dage, ",
44504,1570,Barsel med løn,VARIABEL,"Timer,Sats,",Res 44504 (minimums sats),,,Ja,,1570,,Ja,Ja,Før,,"200,13, ",,"13,23,23,","9-Timer,10-Sats,",
1571,1571,Barselsorlov uden løn,FRAVÆR,"Antal dage,",,,,,,3382,Ja,,,,,,,27,"9-Antal dage, ",
1572,1572,Sygdom uden løn,FRAVÆR,"Antal dage,",,,,,,3383,Ja,,,Før,Tillæg,,,27,"9-Antal dage, ",
1573,1573,Orlov uden løn,FRAVÆR,"Antal dage,",,,,,,3388,Ja,,,Før,Tillæg,,,27,"9-Antal dage, ",
1574,1574,Militærtjeneste,FRAVÆR,"Antal dage,",,,,,,3395,Ja,,,Før,Tillæg,,,27,"9-Antal dage, ",
1575,1575,Barselsorlov med timeløn,FRAVÆR,"Timer,",Timeløn,"2,3,6",,Ja,,3400,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,23,23,","9-Timer, ",
11575,1575,Barselsorlov med timeløn,FRAVÆR,"Timer,",Res1575,,,Ja,,1575,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,23,23,","9-Timer, ",
1576,1576,Plejeorlov,FRAVÆR,"Antal dage,",,,,,,3405,Ja,,,Før,Tillæg,,,34,"9-Antal dage, ",
1577,1577,Barselsorlov timer x sats,FRAVÆR,"Timer,Sats,",,"2,3,6",,Ja,,3406,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,23,23,","9-Timer,10-Sats,",
1578,1578,Orlov med løn/timer,FRAVÆR,"Timer,",,,,,,3409,Ja,,,Før,Tillæg,,,34,"9-Timer, ",
1579,1579,"Ferie, egen regning",FRAVÆR,"Dage,Sats,",,"1,2,3,4,5,6",,Ja,,3421,Ja,Ja,Ja,Før,Fradrag,"200,13, ",,13.26,"9-Dage,10-Sats,",
1580,1580,Sygdom med løn,FRAVÆR,"Antal dage,",,,,,,3422,Ja,,,Før,Tillæg,,,34,"9-Antal dage, ",
11580,1580,Sygdom med løn (% lønspec.),FRAVÆR,"Antal dage,",,,,,,1580,Ja,,,Før,Tillæg,,,34,"9-Antal dage, ",
1581,1581,Barn syg,FRAVÆR,"Dage,",,,,,,3430,Ja,,,Før,Tillæg,,,34,"9-Dage, ",
1582,1582,Orlov med løn,FRAVÆR,"Dage,",,,,,,3431,Ja,,,Før,Tillæg,,,34,"9-Dage, ",
1583,1583,Sygdom ifm. graviditet,FRAVÆR,"Dage,",,,,,,3432,Ja,,,Før,Tillæg,,,34,"9-Dage, ",
41583,1583,Sygdom ifm. graviditet,FRAVÆR,"Timer,",,,,,,1583,Ja,,,Før,Tillæg,,,34,"9-Timer, ",
1584,1584,Sygdom ifm. arbejdsskade,FRAVÆR,"Dage,",,,,,,3434,Ja,,,Før,Tillæg,,,34,"9-Dage, ",
1585,1585,Andet fravær,FRAVÆR,"Dage,",,,,,,3435,Ja,,,Før,Tillæg,,,34,"9-Dage, ",
11585,1585,Andet fravær % indberet,FRAVÆR,"Dage,",,,,,,1585,Ja,,,Før,Tillæg,,,,"9-Dage, ",
1586,1586,"Fri, egen regning",FRAVÆR,"Dage,","4,8% af månedsløn","1,2,3,4,5,6",,Ja,,3440,Ja,Ja,Ja,Før,Fradrag,"200,13, ",,13.27,"9-Dage, ",
1587,1587,"Ferie, egen regning",FRAVÆR,"dage,","4,8% af månedsløn","1,2,3,4,5,6",,Ja,,3441,Ja,Ja,Ja,Før,Fradrag,"200,13, ",,13.26,"9-dage, ",
1588,1588,Sygdom ifm. arbejdsskade,FRAVÆR,"Timer,",,,,,,3442,Ja,,,Før,Tillæg,,,23,"9-Timer, ",
1589,1589,"Fri, egen regning",FRAVÆR,"Timer,",Per9900,"1,2,3,4,5,6",,Ja,,3443,Ja,Ja,Ja,Før,Fradrag,"200,200,13",,13.26,"9-Timer, ",
11589,1589,"Ferie, egen regning",FRAVÆR,"Timer,Sats,",Per9900,,,Ja,,1589,Ja,Ja,Ja,Før,Fradrag,"200,13, ",,13.26,"9-Timer,10-Sats,",
1591,1591,Strejke uden løn,FRAVÆR,"Antal dage,",,,,,,3445,Ja,,,Før,Tillæg,,,27,"9-Antal dage, ",
1592,1592,Barn syg,FRAVÆR,"Timer,",,,,,,3450,Ja,,,Før,Tillæg,,,34,"9-Timer, ",
1593,1593,Andet fravær,FRAVÆR,"Timer,",,,,,,3451,Ja,,,Før,Tillæg,,,34,"9-Timer, ",
1594,1594,Sygdom med løn,FRAVÆR,"Antal Timer,",,,,,,3452,Ja,,,Før,Tillæg,,,34,"9-Antal Timer, ",
41595,1595,Tillæg / pension,FAST,"Sats,Grundlag 1/2/3/4/5/6,",,,,Ja,,1595,Ja,,,Før,,13,,13,"10-Sats,16-Grundlag 1/2/3/4/5/6,",
1596,1596,Ferieberettiget tillæg F tabel,FAST,"Timer / enheder,",Res1596,,,Ja,,3454,Ja,,,Før,Tillæg,13,,13.202,"9-Timer / enheder, ",
1597,1597,"Ferie, egen regning (særlig)",FRAVÆR,"dage,",Res4011,"1,2,3,4,5,6",,Ja,,3455,Ja,,,Før,Fradrag,13,,13.26,"9-dage, ",
1598,1598,Orlov uden timeløn,FRAVÆR,"Timer,",,,,,,3456,Ja,Ja,Ja,Før,,"200,13, ",,"10,13,27,","9-Timer, ",
1599,1599,Ferieberettiget tillæg F tabel,VARIABEL,"Timer / enheder,",Res1596,,,Ja,,3457,Ja,,,Før,Tillæg,13,,13.202,"9-Timer / enheder, ",
1600,1600,Bestyrelseshonorar,FAST,"Beløb,Reducer ej,",,,,,,3458,Ja,,,Før,Tillæg,13,,,"11-Beløb,13-Reducer ej,",
1601,1601,Bestyrelseshonorar,FAST,"Beløb,Reducer ej,",,,,,,3459,Ja,,,Før,Tillæg,13,,,"11-Beløb,13-Reducer ej,",
1602,1602,Bestyrelseshonorar,FAST,"Beløb,Reducer ej,",,6,,,,3475,Ja,,,Før,Tillæg,13,,,"11-Beløb,13-Reducer ej,",
1603,1603,Bestyrelseshonorar,VARIABEL,"Beløb,",,6,,,,3476,Ja,,,Før,Tillæg,13,,,"11-Beløb, ",
1604,1604,B-indkomst m/AM-bidrag,FAST,"Beløb,Reducer ej,",,,,,,3477,Ja,,,Før,Tillæg,36,,,"11-Beløb,13-Reducer ej,",
1605,1605,B-indkomst m/AM-bidrag,VARIABEL,"Beløb,",,,,,,3481,,,,Før,Tillæg,36,,,"11-Beløb, ",
12605,1605,Korrektion B-indkomst m/AM,VARIABELEFTREG,"Beløb,",,,,,,1605,Ja,,,Før,Tillæg,36,,,"11-Beløb, ",
1606,1606,B-indkomst u/AM-bidrag,FAST,"Beløb,Reducer ej,",,,,,,3483,Ja,,,Før,Tillæg,38,,,"11-Beløb,13-Reducer ej,",
1607,1607,B-indkomst u/AM-bidrag,VARIABEL,"Beløb,",,,,,,3488,Ja,,,Før,Tillæg,38,,,"11-Beløb, ",
12607,1607,Korrektion B-indkomst u/AM,VARIABELEFTREG,"Beløb,",,,,,,1607,Ja,,,Før,Tillæg,38,,,"11-Beløb, ",
41607,1607,B-indkomst u/AM-bidrag,VARIABEL,"Beløb,",,,,,,1607,Ja,,,Før,Tillæg,38,,,"11-Beløb, ",
41608,1607,B-indkomst u/AM-bidrag,VARIABEL,"Beløb,",,,,,,1607,Ja,,,Før,Tillæg,38,,,"11-Beløb, ",
1608,1608,B-indkomst u/AM-bidrag,VARIABEL,"Timer,",Res1608,,,,,3505,Ja,,,Før,Tillæg,38,,,"9-Timer, ",
1609,1609,B-indkomst u/AM kun indberet.,VARIABEL,"Beløb,",,,,,,3506,Ja,,,Før,Tillæg,38,,,"11-Beløb, ",
1610,1610,Bestyrelseshonorar U/AM,VARIABEL,"Beløb,",,,,,,3509,,,,Før,Tillæg,14,,10,"11-Beløb, ",
1617,1617,B-indk. m/AM-bidrag felt 36,VARIABEL,"Beløb,",,,,,,3510,,,,Før,Tillæg,36,,,"11-Beløb, ",
1640,1640,Pensionsudbetaling,FAST,"Beløb,",,,,,,3511,Ja,,,Før,Tillæg,14,,10,"11-Beløb, ",
1641,1641,Pensionsudbetaling,VARIABEL,"Beløb,",,,,,,3512,,,,Før,Tillæg,14,,10,"11-Beløb, ",
1642,1642,Pensionsudbetaling,FAST,"Beløb,",,,,,,3513,Ja,,,Før,Tillæg,14,,10,"11-Beløb, ",
1643,1643,Pensionsudbetaling,VARIABEL,"Beløb,",,,,,,3521,,,,Før,Tillæg,14,,10,"11-Beløb, ",
1644,1644,Pensionsudbetaling,FAST,"Beløb,",,,,,,3522,Ja,,,Før,Tillæg,14,,10,"11-Beløb, ",
1645,1645,Pensionsudbetaling,VARIABEL,"Beløb,",,,,,,3523,,,,Før,Tillæg,14,,10,"11-Beløb, ",
1646,1646,Pensionsudbetaling,FAST,"Beløb,",,,,,,3530,Ja,,,Før,Tillæg,14,,10,"11-Beløb, ",
1647,1647,Pensionsudbetaling,VARIABEL,"Beløb,",,,,,,3531,,,,Før,Tillæg,14,,10,"11-Beløb, ",
1648,1648,Pensionsudbetaling,FAST,"Beløb,",,,,,,3532,Ja,,,Før,Tillæg,14,,10,"11-Beløb, ",
1649,1649,Pensionsudbetaling,VARIABEL,"Beløb,",,,,,,3533,,,,Før,Tillæg,14,,10,"11-Beløb, ",
1650,1650,Pensionsudbetaling,FAST,"Beløb,",,,,,,3534,Ja,,,Før,Tillæg,14,,10,"11-Beløb, ",
1651,1651,Pensionsudbetaling,VARIABEL,"Beløb,",,,,,,3535,,,,Før,Tillæg,14,,10,"11-Beløb, ",
1653,1653,Pensionsudbetaling,FAST,"Beløb,",,,,,,3536,Ja,,,Før,Tillæg,"14,88",,10,"11-Beløb, ",
1654,1654,Pensionsudbetaling,VARIABEL,"Beløb,",,,,,,3540,,,,Før,Tillæg,"14,88",,10,"11-Beløb, ",
1655,1655,Pensionsudbetaling,FAST,"Beløb,",,,,,,3541,Ja,,,Før,Tillæg,14,,10,"11-Beløb, ",
1656,1656,Pensionsudbetaling,VARIABEL,"Beløb,",,,,,,3542,,,,Før,Tillæg,14,,10,"11-Beløb, ",
1660,1660,Ferieberettiget tillæg A(1),FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,Ja,3543,Ja,,,Før,Tillæg,13,,13.202,"11-Beløb,13-Reducer ej,",
1661,1661,Ferieberettiget tillæg A(1),VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3544,,,,Før,Tillæg,13,,13.202,"11-Beløb, ",
1662,1662,Ferieberettiget tillæg B(1),FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,Ja,3545,Ja,,,Før,Tillæg,13,,13.202,"11-Beløb,13-Reducer ej,",
1663,1663,Ferieberettiget tillæg B(1),VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3550,,,,Før,Tillæg,13,,13.202,"11-Beløb, ",
1664,1664,Ferieberettiget tillæg C(1),FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,Ja,3551,Ja,,,Før,Tillæg,13,,13.202,"11-Beløb,13-Reducer ej,",
1665,1665,Ferieberettiget tillæg C(1),VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3552,,,,Før,Tillæg,13,,13.202,"11-Beløb, ",
1666,1666,Ferieberettiget tillæg D(1),FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,Ja,3553,Ja,,,Før,Tillæg,13,,13.202,"11-Beløb,13-Reducer ej,",
1667,1667,Ferieberettiget tillæg D(1),VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3554,,,,Før,Tillæg,13,,13.202,"11-Beløb, ",
